Nro.;ZONAS;REGIÓN;PROVINCIA;CANTÓN;PARROQUIA;PUEBLO O NACIONALIDAD;NOMBRE DEL PROYECTO;TIPO DE PROYECTO; BENEFICIARIOS/ POR FAMILIAS ;ENTIDAD EJECUTORA;N° DE CONVENIO;PLAZO DE EJECUCIÓN EN DÍAS 
 PROVINCIA DE TUNGURAHUA;EQUIPAMIENTO -  TURÍSTICO;125; GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO DE PASA ;CONVENIO NO. SGDPN-CI-2023-0010;150
