"area","ciudad","conglomerado","panelm","vivienda","hogar","c01","c02","c03","c04a","c05a","c05b","c06a","c06b","c07","c08a","c09","c10","c11","c12","c13","c14","c15a","c16a","c17a","c18","c19","c20a","c21a","estrato","fexp","upm","id_vivienda","id_hogar","periodo","zonas_plani","distritomies","idprov17","PROVINCIA","idcant17","CANTON","idparr17","PARROQUIA","AREA_VIE","TIPOBENEFICIO","edad","SEXO_BENEFICIARIO","etnia"
1,10150,203,22,1,1,3,3,1,1,4,1,4,1,1,1,3,3,3,3,3,3,2,2,2,2,3,2,2,2713,"87,6074730486587",10150000203,1015000020302201,10150000203022012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",108,"SANTA ISABEL",10851,"ABDON CALDERON","RURAL","PENSION MIS MEJORES AÃOS",77,"HOMBRE","Mestizo(a)"
1,10150,203,22,2,1,3,2,2,2,4,1,4,1,1,1,1,3,3,3,3,3,2,2,2,3,2,3,3,2713,"87,6074730486587",10150000203,1015000020302202,10150000203022020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,10150,203,22,3,1,2,1,2,2,4,1,4,1,1,1,3,3,3,3,3,3,2,2,2,2,1,2,2,2713,"87,6074730486587",10150000203,1015000020302203,10150000203022032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10163,"SAN JOAQUIN","RURAL","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
1,10150,203,22,4,1,3,3,2,2,4,1,4,2,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2713,"87,6074730486587",10150000203,1015000020302204,10150000203022040,202109,"Zona PlanificaciÃ³n: Guayaquil","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUAYAQUIL CENTRO SUR",9,"GUAYAS",901,"GUAYAQUIL",90150,"GUAYAQUIL","URBANO","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,10150,203,22,6,1,2,1,2,2,4,1,4,1,1,1,3,3,3,3,3,3,2,2,2,1,1,2,1,2713,"87,6074730486587",10150000203,1015000020302206,10150000203022060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",89,"HOMBRE","Mestizo(a)"
1,10150,203,22,8,1,3,2,2,2,4,2,4,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2713,"87,6074730486587",10150000203,1015000020302208,10150000203022080,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",89,"HOMBRE","Mestizo(a)"
1,10150,203,22,10,1,2,2,2,2,4,2,4,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2713,"87,6074730486587",10150000203,1015000020302210,10150000203022100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10168,"TARQUI","RURAL","PENSION MIS MEJORES AÃOS",83,"HOMBRE","Mestizo(a)"
1,10150,1201,22,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2712,"243,936727148086",10150001201,1015000120102201,10150001201022012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,10150,1201,22,2,1,2,2,1,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,2,3,2,2712,"243,936727148086",10150001201,1015000120102202,10150001201022020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,10150,1201,22,3,1,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2712,"243,936727148086",10150001201,1015000120102203,10150001201022032,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACHALA",7,"EL ORO",701,"MACHALA",70150,"MACHALA","URBANO","PENSION MIS MEJORES AÃOS",90,"HOMBRE","Montuvio(a)"
1,10150,1201,22,5,1,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2712,"243,936727148086",10150001201,1015000120102205,10150001201022052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10163,"SAN JOAQUIN","RURAL","PENSION MIS MEJORES AÃOS",82,"MUJER","Mestizo(a)"
1,10150,1201,22,7,1,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,3,2,2712,"243,936727148086",10150001201,1015000120102207,10150001201022072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10155,"CHIQUINTAD","RURAL","PENSION MIS MEJORES AÃOS",78,"HOMBRE","Mestizo(a)"
1,10150,1201,22,10,1,2,2,2,2,3,2,3,2,3,2,3,2,3,3,3,3,2,2,2,3,2,3,2,2712,"243,936727148086",10150001201,1015000120102210,10150001201022100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
1,10150,1902,24,1,1,3,2,2,2,3,2,3,2,3,1,3,3,3,3,3,3,2,2,2,3,2,3,2,2713,"76,0418753675509",10150001902,1015000190202401,10150001902024012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10151,"BAÃOS","RURAL","PENSION MIS MEJORES AÃOS",75,"HOMBRE","Mestizo(a)"
1,10150,1902,24,2,1,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2713,"76,0418753675509",10150001902,1015000190202402,10150001902024020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",80,"HOMBRE","Mestizo(a)"
1,10150,1902,24,3,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,2,3,2,2713,"76,0418753675509",10150001902,1015000190202403,10150001902024032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",104,"NABON",10451,"COCHAPATA","RURAL","PENSION MIS MEJORES AÃOS",93,"HOMBRE","Mestizo(a)"
1,10150,1902,24,4,1,3,2,2,2,4,2,4,2,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2713,"76,0418753675509",10150001902,1015000190202404,10150001902024040,202109,"Zona PlanificaciÃ³n 5","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MILAGRO",9,"GUAYAS",911,"NARANJAL",91152,"SAN CARLOS","RURAL","PENSION MIS MEJORES AÃOS",78,"MUJER","Mestizo(a)"
1,10150,1902,24,5,1,2,2,2,2,4,2,4,2,2,1,3,3,3,3,3,3,2,2,2,2,2,3,2,2713,"76,0418753675509",10150001902,1015000190202405,10150001902024052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",84,"MUJER","Mestizo(a)"
1,10150,1902,24,6,1,3,2,1,2,3,2,3,2,2,1,3,3,3,3,3,3,2,2,2,3,2,3,2,2713,"76,0418753675509",10150001902,1015000190202406,10150001902024060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",92,"MUJER","Mestizo(a)"
1,10150,1902,24,7,1,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2713,"76,0418753675509",10150001902,1015000190202407,10150001902024072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",108,"SANTA ISABEL",10850,"SANTA ISABEL","URBANO","PENSION MIS MEJORES AÃOS",81,"MUJER","Mestizo(a)"
1,10150,2803,23,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2711,"72,3137888339958",10150002803,1015000280302301,10150002803023012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10164,"SANTA ANA","RURAL","PENSION MIS MEJORES AÃOS",81,"MUJER","Mestizo(a)"
1,10150,2803,23,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,1,2711,"72,3137888339958",10150002803,1015000280302302,10150002803023020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10163,"SAN JOAQUIN","RURAL","PENSION MIS MEJORES AÃOS",84,"HOMBRE","Mestizo(a)"
1,10150,2803,23,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2711,"72,3137888339958",10150002803,1015000280302303,10150002803023032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",104,"NABON",10450,"NABON","URBANO","PENSION MIS MEJORES AÃOS",80,"MUJER","Mestizo(a)"
1,10150,2803,23,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2711,"72,3137888339958",10150002803,1015000280302305,10150002803023052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,10150,2803,23,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2711,"72,3137888339958",10150002803,1015000280302306,10150002803023060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10164,"SANTA ANA","RURAL","PENSION MIS MEJORES AÃOS",80,"HOMBRE","Mestizo(a)"
1,10150,2803,23,8,1,3,3,1,1,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,3,3,3,3,2711,"72,3137888339958",10150002803,1015000280302308,10150002803023080,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A PIÃAS",7,"EL ORO",712,"SANTA ROSA",71250,"SANTA ROSA","URBANO","PENSION MIS MEJORES AÃOS",82,"HOMBRE","Mestizo(a)"
1,10150,3003,22,1,1,2,2,2,3,2,2,2,3,3,3,3,2,2,1,3,3,2,2,2,3,3,3,3,2712,"65,270142617686",10150003003,1015000300302201,10150003003022012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10165,"SAYAUSI","RURAL","PENSION MIS MEJORES AÃOS",80,"HOMBRE","Mestizo(a)"
1,10150,3003,22,4,1,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,2,2,2,1,1,2,2,2712,"65,270142617686",10150003003,1015000300302204,10150003003022040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",81,"MUJER","Mestizo(a)"
1,10150,3003,22,5,1,2,2,3,3,2,3,2,3,3,3,3,2,1,1,3,3,2,2,2,3,3,3,3,2712,"65,270142617686",10150003003,1015000300302205,10150003003022052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10171,"VICTORIA DEL PORTETE","RURAL","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,10150,3003,22,6,1,3,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2712,"65,270142617686",10150003003,1015000300302206,10150003003022060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10168,"TARQUI","RURAL","PENSION MIS MEJORES AÃOS",72,"MUJER","Mestizo(a)"
1,10150,3003,22,10,1,2,2,1,2,2,2,2,3,3,3,3,3,3,1,3,1,2,2,2,1,1,2,2,2712,"65,270142617686",10150003003,1015000300302210,10150003003022100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",76,"MUJER","Mestizo(a)"
1,10150,3501,23,1,1,3,3,1,1,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,3,3,2712,"218,584300482871",10150003501,1015000350102301,10150003501023012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10155,"CHIQUINTAD","RURAL","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,10150,3501,23,2,1,3,2,1,1,3,2,3,2,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,2712,"218,584300482871",10150003501,1015000350102302,10150003501023020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",77,"MUJER","Mestizo(a)"
1,10150,3501,23,3,1,3,3,1,2,3,2,3,2,1,1,3,2,3,2,3,3,2,2,2,3,3,3,3,2712,"218,584300482871",10150003501,1015000350102303,10150003501023032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10353,"JADAN","RURAL","PENSION MIS MEJORES AÃOS",82,"HOMBRE","IndÃ­gena"
1,10150,3501,23,4,1,1,2,1,1,3,2,3,2,1,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2712,"218,584300482871",10150003501,1015000350102304,10150003501023040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10357,"SAN JUAN","RURAL","PENSION MIS MEJORES AÃOS",77,"HOMBRE","IndÃ­gena"
1,10150,3501,23,5,1,3,2,1,1,3,2,3,2,1,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2712,"218,584300482871",10150003501,1015000350102305,10150003501023052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10357,"SAN JUAN","RURAL","PENSION MIS MEJORES AÃOS",82,"MUJER","IndÃ­gena"
1,10150,3501,23,6,1,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,3,2,2,2,3,2,3,2,2712,"218,584300482871",10150003501,1015000350102306,10150003501023060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",93,"MUJER","Mestizo(a)"
1,10150,3501,23,7,1,3,2,1,1,3,2,2,2,1,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2712,"218,584300482871",10150003501,1015000350102307,10150003501023072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACAS",14,"MORONA SANTIAGO",1403,"LIMON INDANZA",140351,"INDANZA","RURAL","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,10150,5002,22,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2711,"111,318504932066",10150005002,1015000500202201,10150005002022012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",111,"CHORDELEG",11153,"LUIS GALARZA ORELLANA","RURAL","PENSION MIS MEJORES AÃOS",78,"MUJER","IndÃ­gena"
1,10150,5002,22,3,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2711,"111,318504932066",10150005002,1015000500202203,10150005002022032,202109,"Zona PlanificaciÃ³n 5","UNIDAD DESCONCENTRADA DISTRITAL TIPO A QUEVEDO",12,"LOS RIOS",1211,"VALENCIA",121150,"VALENCIA","URBANO","PENSION MIS MEJORES AÃOS",82,"HOMBRE","Mestizo(a)"
1,10150,5002,22,4,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2711,"111,318504932066",10150005002,1015000500202204,10150005002022040,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACHALA",7,"EL ORO",701,"MACHALA",70150,"MACHALA","URBANO","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,10150,5002,22,6,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2711,"111,318504932066",10150005002,1015000500202206,10150005002022060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",82,"HOMBRE","Mestizo(a)"
1,10150,5002,22,7,1,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2711,"111,318504932066",10150005002,1015000500202207,10150005002022072,202109,"Zona PlanificaciÃ³n 5","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MILAGRO",9,"GUAYAS",903,"BALAO",90350,"BALAO","URBANO","PENSION MIS MEJORES AÃOS",82,"MUJER","Mestizo(a)"
1,10150,5002,22,8,1,3,1,2,2,3,2,3,2,2,2,3,2,3,3,3,3,2,2,2,3,2,3,2,2711,"111,318504932066",10150005002,1015000500202208,10150005002022080,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10169,"TURI","RURAL","PENSION MIS MEJORES AÃOS",79,"MUJER","Mestizo(a)"
1,10150,5002,22,9,1,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,3,2,2711,"111,318504932066",10150005002,1015000500202209,10150005002022092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
1,10150,6102,24,2,1,3,2,1,2,2,2,2,2,1,1,3,3,3,3,3,3,2,2,1,2,2,2,2,2712,"343,001569613311",10150006102,1015000610202402,10150006102024020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10168,"TARQUI","RURAL","PENSION MIS MEJORES AÃOS",84,"MUJER","Mestizo(a)"
1,10150,6102,24,3,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2712,"343,001569613311",10150006102,1015000610202403,10150006102024032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",78,"HOMBRE","Mestizo(a)"
1,10150,6102,24,4,1,3,2,2,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2712,"343,001569613311",10150006102,1015000610202404,10150006102024040,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACHALA",7,"EL ORO",706,"EL GUABO",70650,"EL GUABO","URBANO","PENSION MIS MEJORES AÃOS",93,"HOMBRE","Mestizo(a)"
1,10150,6102,24,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2712,"343,001569613311",10150006102,1015000610202405,10150006102024052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10156,"LLACAO","RURAL","PENSION MIS MEJORES AÃOS",83,"HOMBRE","Mestizo(a)"
1,10150,6102,24,8,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2712,"343,001569613311",10150006102,1015000610202408,10150006102024080,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACHALA",7,"EL ORO",701,"MACHALA",70150,"MACHALA","URBANO","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,10150,6102,24,9,1,3,3,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,3,3,3,3,2712,"343,001569613311",10150006102,1015000610202409,10150006102024092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10162,"RICAURTE","RURAL","PENSION MIS MEJORES AÃOS",90,"HOMBRE","Mestizo(a)"
1,10150,6102,24,10,1,3,2,3,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2712,"343,001569613311",10150006102,1015000610202410,10150006102024100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10163,"SAN JOAQUIN","RURAL","PENSION MIS MEJORES AÃOS",91,"MUJER","Mestizo(a)"
1,10150,6404,23,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2713,"103,955563786563",10150006404,1015000640402301,10150006404023012,202109,"Zona PlanificaciÃ³n: Guayaquil","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUAYAQUIL CENTRO SUR",9,"GUAYAS",901,"GUAYAQUIL",90150,"GUAYAQUIL","URBANO","PENSION MIS MEJORES AÃOS",80,"MUJER","IndÃ­gena"
1,10150,6404,23,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2713,"103,955563786563",10150006404,1015000640402305,10150006404023052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",89,"MUJER","Mestizo(a)"
1,10150,6404,23,6,1,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2713,"103,955563786563",10150006404,1015000640402306,10150006404023060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",104,"NABON",10450,"NABON","URBANO","PENSION MIS MEJORES AÃOS",80,"HOMBRE","IndÃ­gena"
1,10150,6404,23,7,1,2,2,2,2,3,2,3,2,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2713,"103,955563786563",10150006404,1015000640402307,10150006404023072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10169,"TURI","RURAL","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
1,10150,6404,23,8,1,3,1,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2713,"103,955563786563",10150006404,1015000640402308,10150006404023080,202109,"Zona PlanificaciÃ³n 3","UNIDAD DESCONCENTRADA DISTRITAL TIPO A LATACUNGA",5,"COTOPAXI",501,"LATACUNGA",50150,"LATACUNGA","URBANO","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
1,10150,6404,23,9,1,3,2,2,2,3,2,3,2,1,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2713,"103,955563786563",10150006404,1015000640402309,10150006404023092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",82,"HOMBRE","Mestizo(a)"
1,10150,6404,23,10,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2713,"103,955563786563",10150006404,1015000640402310,10150006404023100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10160,"PACCHA","RURAL","PENSION MIS MEJORES AÃOS",80,"HOMBRE","Mestizo(a)"
1,10150,8102,21,1,1,2,2,1,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2712,"112,054221373937",10150008102,1015000810202101,10150008102021012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,10150,8102,21,2,1,3,2,2,2,3,2,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,3,2,2712,"112,054221373937",10150008102,1015000810202102,10150008102021020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10169,"TURI","RURAL","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,10150,8102,21,4,1,3,2,1,2,3,2,3,2,2,1,3,3,3,3,3,3,2,2,2,3,2,3,2,2712,"112,054221373937",10150008102,1015000810202104,10150008102021040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",83,"MUJER","Mestizo(a)"
1,10150,8102,21,5,1,3,1,2,2,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2712,"112,054221373937",10150008102,1015000810202105,10150008102021052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",77,"HOMBRE","Mestizo(a)"
1,10150,8102,21,7,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2712,"112,054221373937",10150008102,1015000810202107,10150008102021072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",82,"HOMBRE","IndÃ­gena"
1,10150,8102,21,10,1,3,1,1,3,3,2,3,2,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2712,"112,054221373937",10150008102,1015000810202110,10150008102021100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",79,"MUJER","Mestizo(a)"
