"area","ciudad","conglomerado","panelm","vivienda","hogar","c01","c02","c03","c04a","c05a","c05b","c06a","c06b","c07","c08a","c09","c10","c11","c12","c13","c14","c15a","c16a","c17a","c18","c19","c20a","c21a","estrato","fexp","upm","id_vivienda","id_hogar","periodo","zonas_plani","distritomies","idprov17","PROVINCIA","idcant17","CANTON","idparr17","PARROQUIA","AREA_VIE","TIPOBENEFICIO","edad","SEXO_BENEFICIARIO","etnia"
2,20156,103,23,1,1,3,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,223,"99,0519878383043",20156000103,2015600010302301,20156000103023012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",85,"MUJER","Mestizo(a)"
2,20156,103,23,2,1,3,3,2,2,3,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,3,223,"99,0519878383043",20156000103,2015600010302302,20156000103023020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10156,"LLACAO","RURAL","PENSION MIS MEJORES AÃOS",80,"MUJER","Mestizo(a)"
2,20156,103,23,5,1,2,1,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,223,"99,0519878383043",20156000103,2015600010302305,20156000103023052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10151,"BAÃOS","RURAL","PENSION MIS MEJORES AÃOS",82,"MUJER","Blanco(a)"
2,20156,103,23,7,1,2,2,2,2,3,1,3,1,1,2,3,3,3,3,3,3,2,2,2,2,2,3,3,223,"99,0519878383043",20156000103,2015600010302307,20156000103023072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10164,"SANTA ANA","RURAL","PENSION MIS MEJORES AÃOS",80,"MUJER","Mestizo(a)"
1,20250,301,23,3,1,3,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,213,"106,067428257943",20250000301,2025000030102303,20250000301023032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10169,"TURI","RURAL","PENSION MIS MEJORES AÃOS",89,"HOMBRE","Mestizo(a)"
1,20250,301,23,4,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,213,"106,067428257943",20250000301,2025000030102304,20250000301023040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",111,"CHORDELEG",11153,"LUIS GALARZA ORELLANA","RURAL","PENSION MIS MEJORES AÃOS",78,"MUJER","Mestizo(a)"
1,20250,301,23,5,1,2,2,2,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,213,"106,067428257943",20250000301,2025000030102305,20250000301023052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10360,"SIMON BOLIVAR","RURAL","PENSION MIS MEJORES AÃOS",79,"MUJER","Mestizo(a)"
1,20250,301,23,6,1,3,2,2,2,3,1,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,2,213,"106,067428257943",20250000301,2025000030102306,20250000301023060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10160,"PACCHA","RURAL","PENSION MIS MEJORES AÃOS",75,"MUJER","Mestizo(a)"
1,20250,301,23,9,1,2,3,2,2,2,1,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,3,2,213,"106,067428257943",20250000301,2025000030102309,20250000301023092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10162,"RICAURTE","RURAL","PENSION MIS MEJORES AÃOS",80,"MUJER","Mestizo(a)"
2,20250,900201,22,1,1,2,3,2,2,3,1,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,221,"634,936713731407",20250900201,2025090020102201,20250900201022012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10170,"VALLE","RURAL","PENSION MIS MEJORES AÃOS",78,"MUJER","Mestizo(a)"
2,20250,900201,22,4,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,221,"634,936713731407",20250900201,2025090020102204,20250900201022040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",111,"CHORDELEG",11151,"PRINCIPAL","RURAL","PENSION MIS MEJORES AÃOS",80,"MUJER","IndÃ­gena"
2,20250,900201,22,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,221,"634,936713731407",20250900201,2025090020102205,20250900201022052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10152,"CUMBE","RURAL","PENSION MIS MEJORES AÃOS",92,"HOMBRE","Mestizo(a)"
2,20250,900201,22,6,1,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,221,"634,936713731407",20250900201,2025090020102206,20250900201022060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10165,"SAYAUSI","RURAL","PENSION MIS MEJORES AÃOS",89,"MUJER","Mestizo(a)"
2,20250,900201,22,7,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,221,"634,936713731407",20250900201,2025090020102207,20250900201022072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",80,"MUJER","Mestizo(a)"
2,20250,900201,22,8,1,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,221,"634,936713731407",20250900201,2025090020102208,20250900201022080,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10352,"DANIEL CORDOVA TORAL","RURAL","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
2,20250,900502,24,1,1,3,3,2,2,4,2,4,1,1,1,2,2,1,2,2,2,2,2,2,3,3,3,3,222,"448,812239479063",20250900502,2025090050202401,20250900502024012,202109,"Zona PlanificaciÃ³n 4","UNIDAD DESCONCENTRADA DISTRITAL TIPO A SANTO DOMINGO",23,"SANTO DOMINGO DE LOS TSACHILAS",2301,"SANTO DOMINGO",230150,"SANTO DOMINGO DE LOS COLORADOS","URBANO","PENSION MIS MEJORES AÃOS",86,"MUJER","Mestizo(a)"
2,20250,900502,24,2,1,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,222,"448,812239479063",20250900502,2025090050202402,20250900502024020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10358,"ZHIDMAD","RURAL","PENSION MIS MEJORES AÃOS",85,"MUJER","Mestizo(a)"
2,20250,900502,24,3,1,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,"448,812239479063",20250900502,2025090050202403,20250900502024032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",109,"SIGSIG",10955,"SAN BARTOLOME","RURAL","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
2,20250,900502,24,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,222,"448,812239479063",20250900502,2025090050202404,20250900502024040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10150,"CUENCA","URBANO","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
2,20250,900502,24,5,1,3,3,1,1,2,1,2,1,2,1,3,2,3,2,2,2,2,2,2,2,3,3,3,222,"448,812239479063",20250900502,2025090050202405,20250900502024052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",82,"MUJER","Mestizo(a)"
2,20250,900502,24,6,1,3,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,222,"448,812239479063",20250900502,2025090050202406,20250900502024060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10167,"SININCAY","RURAL","PENSION MIS MEJORES AÃOS",84,"MUJER","Mestizo(a)"
2,20250,902002,21,1,1,2,3,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,222,"290,284104937311",20250902002,2025090200202101,20250902002021012,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA ZONAL 7",11,"LOJA",1101,"LOJA",110104,"VALLE","URBANO","BONO JOAQUIN GALLEGOS LARA",84,"HOMBRE","Mestizo(a)"
2,20250,902002,21,4,1,3,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,"290,284104937311",20250902002,2025090200202104,20250902002021040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10160,"PACCHA","RURAL","PENSION MIS MEJORES AÃOS",87,"HOMBRE","Mestizo(a)"
2,20250,902002,21,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,222,"290,284104937311",20250902002,2025090200202108,20250902002021080,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10163,"SAN JOAQUIN","RURAL","PENSION MIS MEJORES AÃOS",100,"MUJER","Mestizo(a)"
1,20350,103,21,2,1,2,2,2,2,3,1,3,1,3,1,3,3,3,3,3,3,2,2,2,3,1,3,1,212,"219,405125523489",20350000103,2035000010302102,20350000103021020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,20350,103,21,5,1,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,212,"219,405125523489",20350000103,2035000010302105,20350000103021052,202109,"Zona PlanificaciÃ³n 2","UNIDAD DESCONCENTRADA DISTRITAL TIPO A RUMIÃAHUI",17,"PICHINCHA",1705,"RUMIÃAHUI",170550,"SANGOLQUI","URBANO","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,20350,103,21,8,1,2,2,2,2,3,1,3,1,2,2,3,3,3,3,3,3,2,2,2,3,1,3,3,212,"219,405125523489",20350000103,2035000010302108,20350000103021080,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,20350,103,21,10,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,1,3,3,212,"219,405125523489",20350000103,2035000010302110,20350000103021100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,20350,503,21,3,1,3,2,2,2,4,2,4,2,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,211,"84,8684744197298",20350000503,2035000050302103,20350000503021032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",88,"HOMBRE","Mestizo(a)"
1,20350,503,21,4,1,2,2,2,2,4,2,4,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,211,"84,8684744197298",20350000503,2035000050302104,20350000503021040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10251,"LA ASUNCION","RURAL","PENSION MIS MEJORES AÃOS",84,"HOMBRE","Mestizo(a)"
1,20350,503,21,5,1,2,2,2,2,3,1,3,1,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,211,"84,8684744197298",20350000503,2035000050302105,20350000503021052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",83,"HOMBRE","Mestizo(a)"
1,20350,503,21,7,1,3,3,2,2,3,1,3,1,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,211,"84,8684744197298",20350000503,2035000050302107,20350000503021072,202109,"Zona PlanificaciÃ³n 4","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MANTA",13,"MANABI",1308,"MANTA",130850,"MANTA","URBANO","PENSION MIS MEJORES AÃOS",92,"HOMBRE","IndÃ­gena"
1,20350,503,21,8,1,2,2,2,2,3,1,3,1,1,1,3,3,3,3,3,3,2,2,2,3,2,2,2,211,"84,8684744197298",20350000503,2035000050302108,20350000503021080,202109,"Zona PlanificaciÃ³n 5","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MILAGRO",9,"GUAYAS",909,"EL TRIUNFO",90950,"EL TRIUNFO","URBANO","PENSION MIS MEJORES AÃOS",79,"MUJER","Mestizo(a)"
2,20353,105,23,7,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,222,"302,904550871998",20353000105,2035300010502307,20353000105023072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
2,20353,105,23,9,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,222,"302,904550871998",20353000105,2035300010502309,20353000105023092,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA ZONAL 7",11,"LOJA",1101,"LOJA",110150,"LOJA","URBANO","PENSION MIS MEJORES AÃOS",82,"HOMBRE","Mestizo(a)"
2,20355,901002,23,1,1,3,3,2,2,3,1,3,1,1,1,3,3,3,3,3,3,2,2,2,3,3,3,3,221,"608,123612297179",20355901002,2035590100202301,20355901002023012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10252,"SAN GERARDO","RURAL","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
2,20355,901002,23,4,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,221,"608,123612297179",20355901002,2035590100202304,20355901002023040,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A ZAMORA",19,"ZAMORA CHINCHIPE",1905,"YANTZAZA",190553,"LOS ENCUENTROS","RURAL","PENSION MIS MEJORES AÃOS",82,"HOMBRE","Mestizo(a)"
2,20355,901002,23,9,1,2,2,2,2,3,1,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,221,"608,123612297179",20355901002,2035590100202309,20355901002023092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",80,"HOMBRE","Mestizo(a)"
2,20355,901002,23,10,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,221,"608,123612297179",20355901002,2035590100202310,20355901002023100,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",89,"HOMBRE","Mestizo(a)"
2,20450,901801,24,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,221,"862,727495480421",20450901801,2045090180102401,20450901801024012,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A PIÃAS",7,"EL ORO",707,"HUAQUILLAS",70750,"HUAQUILLAS","URBANO","PENSION MIS MEJORES AÃOS",86,"HOMBRE","Mestizo(a)"
2,20450,901801,24,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,221,"862,727495480421",20450901801,2045090180102402,20450901801024020,202109,"Zona PlanificaciÃ³n 2","UNIDAD DESCONCENTRADA DISTRITAL TIPO A RUMIÃAHUI",17,"PICHINCHA",1708,"PEDRO VICENTE MALDONADO",170850,"PEDRO VICENTE MALDONADO","URBANO","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
2,20450,901801,24,4,1,3,1,2,2,3,2,2,2,1,2,3,2,3,2,2,2,2,2,2,3,2,3,2,221,"862,727495480421",20450901801,2045090180102404,20450901801024040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",86,"HOMBRE","Mestizo(a)"
2,20450,901801,24,6,1,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,221,"862,727495480421",20450901801,2045090180102406,20450901801024060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",84,"HOMBRE","Mestizo(a)"
1,20550,1402,24,1,1,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,211,"251,751300233494",20550001402,2055000140202401,20550001402024012,202109,"Zona PlanificaciÃ³n 2","UNIDAD DESCONCENTRADA DISTRITAL TIPO A FRANCISCO DE ORELLANA",22,"ORELLANA",2204,"LORETO",220451,"AVILA","RURAL","PENSION MIS MEJORES AÃOS",79,"HOMBRE","IndÃ­gena"
1,20550,1402,24,2,1,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,2,2,2,3,3,3,3,211,"251,751300233494",20550001402,2055000140202402,20550001402024020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10169,"TURI","RURAL","PENSION MIS MEJORES AÃOS",81,"HOMBRE","Mestizo(a)"
1,20550,1402,24,3,1,3,2,2,2,3,1,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,211,"251,751300233494",20550001402,2055000140202403,20550001402024032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",101,"CUENCA",10155,"CHIQUINTAD","RURAL","PENSION MIS MEJORES AÃOS",86,"HOMBRE","Mestizo(a)"
1,20550,1402,24,6,1,2,2,2,2,3,1,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,211,"251,751300233494",20550001402,2055000140202406,20550001402024060,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",83,"MUJER","Mestizo(a)"
1,20550,1402,24,7,1,2,2,1,2,3,1,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,211,"251,751300233494",20550001402,2055000140202407,20550001402024072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACAS",14,"MORONA SANTIAGO",1405,"SANTIAGO",140557,"SAN FRANCISCO DE CHINIMBIMI","RURAL","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,20550,1402,24,9,1,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,211,"251,751300233494",20550001402,2055000140202409,20550001402024092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",104,"NABON",10453,"LAS NIEVES","RURAL","PENSION MIS MEJORES AÃOS",84,"HOMBRE","Mestizo(a)"
2,20550,900302,21,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,223,"184,141656128934",20550900302,2055090030202102,20550900302021020,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A GUALACEO",1,"AZUAY",103,"GUALACEO",10350,"GUALACEO","URBANO","PENSION MIS MEJORES AÃOS",86,"HOMBRE","Mestizo(a)"
2,20550,900302,21,4,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,223,"184,141656128934",20550900302,2055090030202104,20550900302021040,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10251,"LA ASUNCION","RURAL","PENSION MIS MEJORES AÃOS",102,"HOMBRE","Mestizo(a)"
2,20550,900302,21,5,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,223,"184,141656128934",20550900302,2055090030202105,20550900302021052,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10251,"LA ASUNCION","RURAL","PENSION MIS MEJORES AÃOS",94,"HOMBRE","Mestizo(a)"
2,20550,900302,21,9,1,1,2,2,2,4,2,4,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,223,"184,141656128934",20550900302,2055090030202109,20550900302021092,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA DISTRITAL TIPO A MACAS",14,"MORONA SANTIAGO",1401,"MORONA",140150,"MACAS","URBANO","PENSION MIS MEJORES AÃOS",78,"MUJER","IndÃ­gena"
2,20550,900601,22,1,1,3,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,222,"527,55056321553",20550900601,2055090060102201,20550900601022012,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A ZAMORA",19,"ZAMORA CHINCHIPE",1906,"EL PANGUI",190651,"EL GUISME","RURAL","PENSION MIS MEJORES AÃOS",86,"HOMBRE","Mestizo(a)"
2,20550,900601,22,2,1,3,2,2,2,3,1,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,222,"527,55056321553",20550900601,2055090060102202,20550900601022020,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A ZAMORA",19,"ZAMORA CHINCHIPE",1906,"EL PANGUI",190651,"EL GUISME","RURAL","PENSION MIS MEJORES AÃOS",84,"MUJER","Mestizo(a)"
2,20550,900601,22,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,222,"527,55056321553",20550900601,2055090060102205,20550900601022052,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA ZONAL 7",11,"LOJA",1101,"LOJA",110150,"LOJA","URBANO","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,20650,203,21,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,213,"270,611086852919",20650000203,2065000020302101,20650000203021012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",89,"MUJER","Mestizo(a)"
1,20650,203,21,3,1,3,2,1,1,2,1,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,1,1,213,"270,611086852919",20650000203,2065000020302103,20650000203021032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",102,"GIRON",10250,"GIRON","URBANO","PENSION MIS MEJORES AÃOS",89,"MUJER","Mestizo(a)"
1,20650,203,21,4,1,2,2,2,2,3,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,213,"270,611086852919",20650000203,2065000020302104,20650000203021040,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA DISTRITAL TIPO A ZAMORA",19,"ZAMORA CHINCHIPE",1905,"YANTZAZA",190553,"LOS ENCUENTROS","RURAL","PENSION MIS MEJORES AÃOS",84,"MUJER","Mestizo(a)"
1,20650,203,21,5,1,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,213,"270,611086852919",20650000203,2065000020302105,20650000203021052,202109,"Zona PlanificaciÃ³n 2","UNIDAD DESCONCENTRADA DISTRITAL TIPO A RUMIÃAHUI",17,"PICHINCHA",1708,"PEDRO VICENTE MALDONADO",170850,"PEDRO VICENTE MALDONADO","URBANO","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
1,20650,203,21,6,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,213,"270,611086852919",20650000203,2065000020302106,20650000203021060,202109,"Zona PlanificaciÃ³n 7","UNIDAD DESCONCENTRADA ZONAL 7",11,"LOJA",1101,"LOJA",110153,"EL CISNE","RURAL","PENSION MIS MEJORES AÃOS",79,"HOMBRE","Mestizo(a)"
1,20650,203,21,7,1,3,2,2,2,3,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,213,"270,611086852919",20650000203,2065000020302107,20650000203021072,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",107,"SAN FERNANDO",10750,"SAN FERNANDO","URBANO","PENSION MIS MEJORES AÃOS",81,"MUJER","Mestizo(a)"
2,20650,902102,24,1,1,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,223,"109,443523123428",20650902102,2065090210202401,20650902102024012,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",107,"SAN FERNANDO",10751,"CHUMBLIN","RURAL","PENSION MIS MEJORES AÃOS",85,"HOMBRE","Mestizo(a)"
2,20650,902102,24,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,223,"109,443523123428",20650902102,2065090210202403,20650902102024032,202109,"Zona PlanificaciÃ³n 6","UNIDAD DESCONCENTRADA ZONAL 6",1,"AZUAY",107,"SAN FERNANDO",10750,"SAN FERNANDO","URBANO","PENSION MIS MEJORES AÃOS",92,"MUJER","Mestizo(a)"
